ID,Title,Genres,movieId,tmdbId,Overview,Keyword,Network
76,Screamers (1995),Sci-Fi|Thriller,76.0,9102.0,"SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.","man vs machine, alien planet, struggle for survival, android horror",Fuji Eight Company Ltd.
78,"Crossing Guard, The (1995)",Drama,78.0,27526.0,"Unable to move on from the loss of his daughter, Freddy, now a shell of the person he was before, swears to kill the man responsible for her death.","loss of loved one, hit-and-run, revenge, tragedy",Miramax
79,"Juror, The (1996)",Drama|Thriller,79.0,9623.0,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.","court case, jurors, blackmail, son, trial, courtroom, blasphemy, courtroom drama, legal thriller",Columbia Pictures
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,80.0,46785.0,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,"fish, money, celebration, goldfish",I.R.I.B. Channel 2
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,81.0,400.0,Five different criminals face imminent death after botching a job quite badly.,"friendship, bounty hunter, hitman, parent child relationship, gangster, psychopath, boat, way of life, paranoia, coffin, denver, colorado, godmother, diner, revenge, murder, mafia, illegal prostitution, extramarital affair",Miramax
82,Antonia's Line (Antonia) (1995),Drama,82.0,880.0,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.","underdog, mentally disabled, suicide, right and justice, rape, free love, parent child relationship, loss of loved one, village life, philosophy, widow, freedom, peasant, village, world war ii, mathematics, feminism, indian summer , family history, single, male homosexuality, domestic violence, university, woman director",Bergen Film
83,Once Upon a Time... When We Were Colored (1995),Drama,83.0,146599.0,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,"racial segregation, family relationships, rural area",BET Pictures
85,Angels and Insects (1995),Drama|Romance,85.0,8447.0,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.","class society, insect, rich woman poor man, victorian england, scientist, incest, based on short story, naturalist, unfaithful wife, brother sister sex, brother sister incest",Playhouse International Pictures
86,White Squall (1996),Adventure|Drama,86.0,10534.0,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.","sailing trip, sailing, diary, coming of age, survival, teenage boy, discipline, squall, sail, caribbean sea, male bonding, seasickness, storm at sea, 1960s, gay interest",Largo Entertainment
87,Dunston Checks In (1996),Children's|Comedy,87.0,17414.0,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!","boss, fistfight, bully, orangutan, single father, hotel manager, jewel theft, employer employee relationship, bali, father son relationship, brother brother relationship, mischief",Joe Wizan/Todd Black
88,Black Sheep (1996),Comedy,88.0,13997.0,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.","corrupt politician, nitrous oxide, candid camera, double act, political satire, woman director",Paramount Pictures
89,Nick of Time (1995),Action|Thriller,89.0,2086.0,An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.,"assassination, politics, los angeles, california",Paramount Pictures
92,Mary Reilly (1996),Drama|Thriller,92.0,9095.0,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.","monster, servant, laboratory, jekyll and hyde, housemaid, 19th century",NFH Films
93,Vampire in Brooklyn (1995),Comedy|Romance,93.0,12158.0,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.","vampire, brooklyn, new york city, african american comedy, african american romance, black vampire",Paramount Pictures
94,Beautiful Girls (1996),Drama,94.0,9283.0,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.","friendship, small town, massachusetts, coming of age, hometown, group of friends",Miramax
95,Broken Arrow (1996),Action|Thriller,95.0,9208.0,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.","canyon, helicopter, underground, river, mexican standoff, countdown, pilot, fistfight, major, betrayal, gunfight, train, explosion, park ranger, desert, military, hostile, nuclear device, boxing, stealth aircraft, abandoned mine, action hero, humvee, antagonistic, audacious, authoritarian, ominous",The Mark Gordon Company
96,In the Bleak Midwinter (1995),Comedy,96.0,40154.0,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.","transvestite, theatre group, black and white, nostalgic, hamlet, christmas, gay theme, theater",Midwinter Films
97,"Hate (Haine, La) (1995)",Drama,97.0,406.0,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.","police brutality, hip-hop, paris, france, socially deprived family, breakdance, ghetto, male friendship, street riots, racism, black and white, rebellious youth, xenophobia, housing project, ethnic diversity, riot police, day in a life, aggressive, skinheads, paris suburb, gun death, police shooting, urban violence",Kasso Productions
